ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm)
6923,1.4462,2.3575,5.5281,1.5243,4.5629,14.1903
6924,3.0465,0.469,15.0591,0.5432,4.2065,16.7843
6925,3.27,3.6234,11.5598,1.6792,3.908,17.3463
6926,0.678,1.5301,8.7708,0.7493,0.2612,9.5932
6927,2.3137,0.3396,19.428,0.9814,2.0918,17.3286
6928,3.4212,4.5235,10.13,1.7936,1.0891,13.2423
6929,3.6413,2.4672,13.3204,1.6309,4.3695,13.8782
6930,3.3716,1.4767,0.7992,1.9098,3.4334,3.8781
6931,1.9425,3.6103,6.3784,0.7906,0.6247,5.2794
6932,0.9208,4.4409,17.8295,0.3871,1.862,13.9095
6933,2.422,0.1015,15.2997,1.8298,0.4396,5.6799
6934,1.0794,3.4705,10.9667,1.037,3.726,10.0558
6935,4.7643,3.8584,18.0531,1.7899,2.1498,10.0543
6936,2.6383,1.1286,9.9813,1.4909,1.2484,5.0637
6937,1.9277,2.4992,11.5469,1.7621,2.6367,11.5466
6938,3.9484,0.5375,7.952,1.344,0.306,11.4932
6939,2.7408,3.7591,12.5908,1.6435,1.3607,3.0158
6940,1.8952,4.2525,6.7205,0.3286,0.959,7.9317
6941,4.1539,0.6301,8.0171,1.9398,4.6602,7.6336
6942,4.4022,4.1007,19.3434,0.4439,1.9478,11.4607
6943,3.5285,3.8807,2.6705,0.1466,2.9639,15.112
6944,0.7113,1.7999,2.5525,1.1085,2.5644,0.8555
6945,3.0485,3.4824,1.3447,1.4526,3.3301,3.0849
6946,3.9348,0.1002,6.7409,1.4612,1.4677,6.3889
6947,1.1143,4.6658,8.2655,0.7445,0.6918,16.3031
6948,1.529,2.7969,2.3431,1.5323,0.4991,9.8701
6949,4.4712,3.1397,11.2081,1.7009,1.0476,10.4623
6950,0.5905,3.3568,11.8744,1.259,2.4659,8.4796
6951,3.8873,2.8507,15.145,0.8334,1.2565,8.5953
6952,2.632,4.2981,19.5314,1.2658,2.2266,19.5624
6953,2.5105,3.0875,12.5774,1.7382,0.2436,18.0235
6954,0.5319,4.548,2.6772,1.8109,3.175,14.6544
6955,4.1873,2.9534,2.2262,0.1599,4.403,6.8196
6956,2.1192,0.9385,15.6622,0.3326,0.3332,10.5169
6957,2.9334,4.5765,13.1815,0.1086,1.1684,13.9436
6958,3.5479,3.44,3.6573,1.0356,1.6571,8.1942
6959,3.6618,3.5263,5.4405,0.9291,1.5075,10.7272
6960,4.8019,4.9289,15.1297,1.137,0.2979,3.3414
6961,2.891,0.4685,11.54,1.3989,0.6222,2.3247
6962,2.2987,2.2001,11.9075,0.795,4.5711,3.7625
6963,4.7917,1.2716,4.5952,0.4963,3.5857,15.2353
6964,3.3895,3.1891,12.7666,0.8502,4.7963,4.2043
6965,1.8417,4.0534,15.5273,0.1171,2.2583,18.5321
6966,1.0691,4.8349,17.7624,1.6759,4.4073,7.6867
6967,4.2915,2.3275,14.866,0.8291,4.101,3.7961
6968,2.1298,3.9525,11.7393,1.2833,4.3872,16.5923
6969,3.4721,4.5936,13.6286,0.717,0.2919,9.4046
6970,2.6187,3.4483,9.9597,1.2681,3.2973,8.075
6971,1.3952,1.2894,4.9245,1.1268,2.8765,6.9243
6972,3.2076,3.0785,17.703,0.4963,2.7716,6.945
6973,0.7731,4.8528,10.8861,1.2881,2.5715,13.4371
6974,2.36,4.939,12.0892,0.3083,4.0003,11.0426
6975,2.9598,3.2476,19.8071,1.0141,4.8435,9.619
6976,2.4622,4.4462,19.7078,1.4678,4.1617,9.2173
6977,3.869,1.0817,11.9331,1.1432,4.3649,3.269
6978,4.2257,1.3058,1.1622,1.5179,2.4711,16.6436
6979,3.9706,4.7691,8.2249,0.619,3.484,18.5735
6980,0.6747,0.7627,18.7772,0.1928,2.1363,16.143
6981,1.3736,1.0364,6.122,0.2063,1.8654,9.2997
6982,2.9147,2.1607,19.9857,0.6106,4.4869,19.4578
6983,4.7067,2.989,2.1442,0.8746,4.5355,12.5636
6984,4.2573,3.0587,11.5782,1.1213,3.4429,15.5946
6985,4.2914,1.5307,10.5513,1.5396,4.2054,14.9539
6986,1.8644,4.611,5.4794,1.6953,1.8658,14.3024
6987,2.4325,4.584,18.9978,1.418,2.2254,13.0187
6988,2.6182,2.0211,12.5738,0.9801,4.123,4.6264
6989,1.2082,2.228,4.9895,0.6025,2.0504,6.2418
6990,0.6398,3.5422,7.9889,0.9128,0.2958,17.791
6991,4.7611,3.3487,14.564,0.6195,1.8312,4.0092
6992,1.5832,1.9733,6.3051,1.2865,2.0513,3.4633
6993,1.5798,2.1298,17.6523,1.6546,0.8577,6.0411
6994,0.8752,1.8054,3.7306,1.0846,1.7862,7.5686
6995,4.6783,1.2534,5.6578,0.1871,4.6787,11.286
6996,3.1088,2.3449,3.3255,1.8855,4.3068,12.308
6997,3.5017,3.4635,2.5315,0.6591,2.285,15.9181
6998,4.6021,3.7356,6.3562,1.8376,3.5785,1.9314
6999,2.0553,3.9165,19.984,1.6448,0.8441,4.5606
7000,3.2968,1.9362,2.3394,0.8849,3.7875,10.3507
7001,0.6746,3.8467,4.6535,0.2077,2.4313,5.3908
7002,1.3405,0.1319,5.7965,1.9006,3.6406,17.533
7003,4.2406,2.4375,12.573,1.3522,3.2557,12.9833
7004,3.9505,3.9901,15.0342,0.5743,1.2405,10.0596
7005,2.0779,3.1872,15.1627,1.1137,4.19,0.5087
7006,2.1956,2.4229,0.6684,1.3072,2.9037,17.2436
7007,2.901,3.2587,13.2111,0.5307,3.9426,9.4868
7008,0.5011,4.544,12.7994,0.2777,0.5605,10.8625
7009,1.5856,2.8753,10.5943,0.6082,3.1152,14.1163
7010,1.437,4.019,7.8946,0.1904,1.5302,18.7804
7011,1.6272,4.9056,16.0502,0.233,4.3184,3.5851
7012,4.1266,3.5573,7.2057,0.3975,4.7526,1.8881
7013,1.7585,2.9093,4.9852,0.401,0.3736,2.8772
7014,1.3618,0.2837,6.5469,0.5711,3.649,14.9441
7015,2.7692,1.9349,9.0731,1.8811,0.6046,3.0209
7016,4.3954,2.8707,4.6741,1.1941,4.3018,10.2691
7017,1.5861,4.0063,12.3476,0.9028,0.7102,14.2767
7018,0.8534,2.2467,17.7421,1.1712,1.0555,14.3989
7019,2.1038,4.8043,12.1115,0.1109,1.3329,8.4239
7020,3.8644,1.4318,9.21,1.8,3.6664,14.123
7021,2.9781,3.7484,16.0389,1.1114,1.5334,19.0252
7022,4.1756,2.1533,15.0868,0.9581,3.0208,1.0456
7023,4.8182,2.4813,7.6576,1.889,2.9025,13.5919
7024,4.067,4.0323,12.281,1.4878,2.0711,10.6911
7025,3.2171,1.5515,14.7319,0.7411,2.7435,4.6455
7026,2.72,0.5744,5.2865,1.8787,0.6791,6.5004
7027,0.6803,2.6493,7.6423,1.7188,4.3933,16.8244
7028,4.9294,2.6911,2.5626,1.9136,1.1147,11.9445
7029,2.2257,4.0061,19.7598,0.2828,4.4131,0.7833
7030,1.185,4.8448,2.1746,1.915,2.6418,19.3245
7031,3.5002,0.371,3.7878,1.1315,3.1083,13.4906
7032,1.7793,2.9993,9.8567,1.3772,1.3608,9.1315
7033,3.136,3.4383,17.3728,0.5033,1.1894,14.3905
7034,3.1405,4.9304,7.4397,0.3668,2.5044,4.4891
7035,2.5058,4.7187,15.4876,0.2508,1.4101,5.5791
7036,4.2625,3.591,13.6827,0.9024,2.1734,3.4665
7037,1.6924,2.6568,12.9539,0.5206,2.2571,8.2429
7038,2.5188,0.8915,16.9778,0.2551,1.4275,18.1417
7039,2.9196,1.9825,0.7763,1.9146,1.5295,8.0775
7040,3.4863,2.9671,18.6185,1.4934,4.8673,6.1177
7041,4.0279,3.6535,16.6699,1.0839,2.9785,14.2195
7042,2.2766,3.2135,18.7884,1.5124,4.1762,17.4573
7043,3.4072,3.5992,15.975,1.2618,0.3241,5.2625
7044,1.1777,2.2028,17.6325,0.4383,0.1094,16.2545
7045,4.6969,3.6654,4.46,1.3035,2.6436,6.4437
7046,2.2238,0.8043,6.725,1.3939,4.1513,5.3227
7047,3.7828,0.8967,6.6468,0.5512,3.0935,9.7227
7048,0.5915,0.8979,2.6288,0.7083,3.1323,1.8013
7049,1.4233,4.4652,14.7268,0.8283,0.7829,17.3136
7050,2.6919,0.4726,3.1553,1.2448,4.895,17.5496
7051,4.4521,4.0274,1.5239,0.3409,2.6955,13.7088
7052,2.8726,1.2445,15.6212,1.5126,0.6027,6.4063
7053,4.6844,2.3953,18.1409,0.7574,2.1296,3.7508
7054,2.6771,4.5882,15.4004,1.4144,0.4527,14.1267
7055,2.707,2.9711,16.5944,1.8725,2.1489,2.5102
7056,1.0389,1.1296,12.1146,1.7528,3.5867,8.5166
7057,4.112,1.492,17.8111,1.5014,1.6853,2.2318
7058,1.6113,4.6102,10.1857,0.4673,1.6342,8.8159
7059,4.5483,2.193,19.7723,1.4909,2.6203,3.1226
7060,4.5987,2.9762,2.5166,1.308,2.5426,1.1276
7061,4.7449,2.3537,16.279,1.5678,2.389,9.2698
7062,2.841,1.9543,13.0071,1.7507,2.6325,11.57
7063,3.5469,1.1941,11.8226,0.6918,0.335,9.0672
7064,4.0033,3.4623,14.6533,1.3242,2.4239,3.9349
7065,1.0896,3.6194,16.8857,0.6228,4.9609,2.0099
7066,3.2043,1.4469,17.3262,0.7579,3.8452,2.9642
7067,0.6543,3.9662,3.9199,1.0892,1.5091,14.6787
7068,2.739,4.2872,4.3422,0.9249,3.4208,0.8096
7069,1.1968,4.6113,0.8152,1.2412,1.7165,17.3347
7070,1.3232,0.8899,3.0709,1.5416,1.0384,16.8817
7071,2.1427,1.5892,5.6457,1.2495,3.8904,17.6691
7072,2.446,4.3157,14.5602,1.9426,1.127,17.6355
7073,3.3043,1.0728,9.7775,1.5024,4.3073,13.5166
7074,0.8349,0.117,15.2791,1.9715,1.964,17.0249
7075,2.7666,4.3671,9.9874,1.5125,3.8085,14.7414
7076,1.3218,1.6996,11.3342,1.065,1.372,6.3524
7077,3.0829,2.131,2.6658,0.8809,3.2984,15.225
7078,3.3683,2.287,15.6429,1.4978,1.1414,12.5037
7079,3.0052,4.2565,15.2835,1.4055,0.207,1.0361
7080,3.8223,1.7557,6.4975,1.3707,4.0916,15.834
7081,2.0102,4.4722,6.9073,1.4714,4.2952,17.4813
7082,3.943,3.123,4.7838,1.7571,4.4148,10.5907
7083,2.4475,2.6837,16.3699,0.5327,0.2779,9.997
7084,2.6788,1.6955,15.0666,1.1733,3.8285,8.8318
7085,3.4165,1.2942,12.3784,1.2463,4.1958,14.5173
7086,0.5826,3.1579,5.157,0.6564,1.6273,4.7013
7087,3.443,2.2898,3.8511,1.9771,2.4052,15.5917
7088,3.2836,4.5615,1.4802,1.5925,2.0988,6.2007
7089,1.8943,2.509,1.3894,0.7104,2.2565,5.5992
7090,0.8861,2.6078,4.1492,0.781,4.2489,16.279
7091,0.9092,2.1419,2.4604,1.4647,2.1476,3.9003
7092,4.6545,3.9674,11.3441,0.1218,1.5816,17.3191
7093,3.6018,2.1817,7.4828,0.9817,0.7389,19.5684
7094,1.072,1.4198,9.1764,0.7519,3.4067,6.7375
7095,2.1053,4.324,12.0843,1.7226,0.5126,18.5935
7096,3.1662,3.0245,13.3525,1.6035,0.3998,11.5451
7097,4.2601,2.9984,13.1399,0.731,3.4397,5.5571
7098,0.6965,3.093,5.5867,1.7431,3.502,9.3264
7099,1.5648,3.6223,16.2877,1.8358,1.0755,16.1011
7100,4.5039,1.634,18.3953,1.1497,4.7902,13.4994
7101,0.5412,0.2658,6.6608,0.4026,3.9603,10.1483
7102,1.4063,4.0719,0.8328,1.5636,3.4635,5.5177
7103,4.8156,0.7316,18.0335,0.7068,3.7963,14.653
7104,3.2603,3.6369,18.5092,1.1018,2.1182,6.6097
7105,1.6775,0.5033,1.4935,0.1866,2.3326,6.9535
7106,0.8015,1.939,0.5967,1.0502,4.3641,15.0642
7107,0.6269,0.4088,16.4199,0.8225,0.2246,11.3894
7108,1.6014,2.6588,6.3785,1.4035,4.0319,4.1238
7109,4.4667,3.3004,18.3344,0.1775,2.2931,13.8987
7110,2.3716,0.94,4.7265,1.2874,2.3734,5.532
7111,3.7415,1.921,17.2925,1.5667,1.6959,15.3296
7112,4.6323,4.6582,1.8386,0.1243,3.0747,9.835
7113,2.3362,2.2677,5.5824,1.5249,3.4108,12.1022
7114,1.3607,4.0325,19.476,0.3474,0.8877,12.219
7115,2.827,4.6432,5.0083,1.4263,2.872,3.3628
7116,4.5864,4.8743,3.0938,0.965,2.3781,13.1843
7117,4.1197,4.5018,17.2126,1.1488,3.9314,17.409
7118,0.7962,1.6553,2.7971,0.741,2.7719,17.8784
7119,3.6166,4.8166,2.4004,0.5664,2.2049,13.9268
7120,3.0735,4.0807,6.8068,0.235,2.6918,19.395
7121,4.5836,4.2022,12.8889,1.7429,2.5038,12.1664
7122,1.0512,0.1743,14.3596,1.2598,4.6824,5.47
7123,2.9032,4.7758,17.6842,1.9673,1.6282,13.3734
7124,4.4576,3.9126,11.0478,1.7159,0.283,18.2289
7125,2.3451,3.863,8.1716,1.7523,3.3438,7.4976
7126,2.669,0.4995,7.4973,1.2359,3.0588,5.6646
7127,0.8171,1.2396,17.0146,0.2538,4.5588,19.3468
7128,1.7516,4.8151,14.6144,1.8355,0.6756,15.4477
7129,1.9603,2.5533,18.1559,0.324,2.661,1.4707
7130,4.7531,2.0495,19.2987,1.0826,0.8388,11.4431
7131,1.772,4.2157,6.351,1.728,2.333,5.0714
7132,2.5739,0.528,10.8286,0.9976,4.0169,6.0929
7133,3.5209,2.143,12.8205,0.4148,4.3012,2.2079
7134,1.2298,1.9409,3.6951,0.8091,4.1859,5.0044
7135,2.689,1.8143,1.5403,1.9779,2.7823,10.3519
7136,3.8234,1.6077,17.4214,1.9995,3.2064,2.032
7137,4.4008,1.1294,10.9427,1.4506,2.8027,17.849
7138,3.3182,0.9473,11.6301,1.7872,2.8501,15.6204
7139,3.5107,3.238,11.3208,0.184,4.4372,7.9369
7140,1.0683,4.605,15.2217,0.6243,1.1254,3.0394
7141,4.756,2.5934,3.3373,0.801,2.25,19.8825
7142,1.0966,1.5601,12.4739,0.1228,3.0893,11.4845
7143,3.986,0.8799,9.6549,0.8162,3.8502,8.748
7144,1.6917,4.1677,17.9907,0.2768,3.8333,4.3735
7145,4.7012,4.8603,10.6326,1.0831,0.6745,4.4627
7146,3.7398,1.8109,18.8872,0.1084,1.1874,16.0261
7147,3.8922,1.5257,7.3884,0.6139,4.5664,10.6377
7148,1.4858,3.0473,19.3544,1.7459,1.8518,19.688
7149,2.4937,3.8991,17.5656,0.5048,0.1133,19.0854
7150,3.2802,2.3315,11.8931,0.2232,1.079,4.5331
7151,3.9649,3.1874,7.3973,0.5745,4.8508,19.9878
7152,0.9678,3.6111,7.8305,1.6724,1.6178,19.7386
7153,4.8306,4.8069,15.5687,1.2157,3.1072,16.086
7154,4.506,0.9087,11.8223,1.2135,3.6606,8.1227
7155,1.7166,4.9872,8.331,0.1011,3.2683,4.8708
7156,4.2024,2.0216,12.9031,0.9971,1.9501,2.5116
7157,2.8325,3.6437,14.7981,0.6047,2.209,1.5135
7158,2.5781,2.9048,0.9466,0.7388,4.2061,16.5056
7159,1.915,2.4847,2.2523,1.2375,3.3476,18.9385
7160,3.1144,3.5206,2.3425,1.7612,0.2148,15.5649
7161,3.7845,2.0392,5.0227,0.4451,1.0969,15.3013
7162,2.3492,0.7179,8.8263,1.5596,1.5029,8.596
7163,3.3315,2.4956,16.1712,0.1929,1.8909,13.003
7164,3.6469,2.6574,7.3464,0.7208,2.9268,13.5887
7165,3.7,1.0893,0.8408,0.5159,1.8959,5.5169
7166,0.7338,4.6845,9.9256,1.8396,4.1426,14.9043
7167,4.3689,1.2146,19.9343,0.4382,2.4218,3.3493
7168,2.5621,2.1052,7.3059,1.1994,2.5607,6.2224
7169,1.6809,0.8592,19.2445,0.4131,2.1942,11.9993
7170,1.5879,2.7254,2.4762,0.9996,1.6213,11.0217
7171,2.6736,1.6074,3.8754,0.8855,3.6515,14.2393
7172,4.4907,2.4974,14.6204,0.1786,1.2249,11.8668
7173,2.2026,1.2006,10.2736,1.6691,3.4785,1.4661
7174,3.8738,0.3635,15.4199,1.5822,2.6956,19.5652
7175,0.9357,3.9182,17.3394,0.6279,0.6011,15.388
7176,2.6423,3.2413,5.3962,1.2666,0.188,17.6684
7177,4.9626,1.7696,13.8152,0.7891,0.9303,16.1766
7178,3.967,0.3327,12.3482,1.5615,3.829,4.6417
7179,1.4474,4.3413,17.2999,1.4157,1.9845,18.6878
7180,2.7565,0.932,8.887,0.2719,4.0439,19.6896
7181,1.5513,4.6606,1.5115,1.704,2.5593,2.0341
7182,2.343,2.4451,11.6966,0.4409,0.2605,3.5895
7183,4.0104,1.7679,19.1981,0.4308,4.2459,19.8107
7184,3.9705,3.7346,0.7853,1.4941,4.6877,6.2226
7185,1.5265,4.3965,5.185,0.4482,0.4637,16.4862
7186,4.65,1.9165,6.6633,0.3326,1.1209,1.9458
7187,3.1666,2.096,15.4339,0.7376,3.6062,14.7826
7188,2.2097,2.2225,6.8039,1.6936,4.9862,14.1772
7189,2.7587,4.6194,5.1621,0.4359,4.3939,18.7841
7190,3.2228,3.4936,13.1469,0.7442,0.5848,14.71
7191,3.0195,1.3135,1.4049,0.6439,3.0755,1.3073
7192,2.6888,1.0065,3.8266,0.7765,3.3595,9.2838
7193,2.7722,1.2288,8.4566,1.4571,3.1911,7.2839
7194,1.2939,1.3915,7.4342,0.8704,2.8835,11.6292
7195,4.1573,1.2279,7.2697,1.5432,1.5318,8.8523
7196,2.9379,3.3267,2.6168,1.3168,3.3757,5.9764
7197,1.0899,0.6681,7.5364,0.7861,3.6694,13.3904
7198,3.9477,1.9981,16.0609,0.9213,2.9213,6.5672
7199,4.696,3.1628,8.57,1.4369,2.5361,17.0878
7200,4.7629,1.5252,11.9303,1.116,1.1732,6.7984
7201,2.1606,0.4198,3.6898,1.7498,2.7691,10.549
7202,1.1098,0.5009,1.8594,1.873,0.7284,16.6074
7203,2.8328,0.7172,17.6591,1.4636,0.4563,16.5463
7204,1.0067,4.1956,6.9618,1.9795,3.9115,11.9288
7205,4.7029,3.3235,7.3316,1.2334,3.4137,7.9085
7206,1.3261,0.4162,17.6149,0.1757,3.2803,11.3798
7207,1.6374,2.0162,14.3015,1.0592,4.6478,17.0688
7208,2.3299,1.4651,15.2471,0.537,1.9658,4.7662
7209,2.2242,2.9324,13.7991,0.7341,2.0587,2.8885
7210,4.076,2.6617,2.5629,1.0311,2.1274,11.8496
7211,2.5534,2.4575,19.1809,0.6606,2.3799,11.6938
7212,1.2685,1.6411,18.2282,0.6883,2.6129,6.2164
7213,1.7024,0.7752,5.1063,0.8638,3.9123,8.972
7214,2.791,3.7376,16.1779,0.6443,1.1667,2.2263
7215,1.1635,4.4113,8.4832,0.4221,2.227,3.0498
7216,3.2525,4.7263,13.8335,1.5546,2.5751,16.6525
7217,3.0459,0.3872,3.7293,0.8509,0.9287,9.5572
7218,3.7162,3.7256,11.0018,1.6803,3.5395,2.4464
7219,4.7197,3.6599,2.969,1.7772,0.3757,19.2564
7220,4.6051,4.7408,10.9553,1.5268,2.971,4.5939
7221,4.7573,1.3393,5.2501,0.8537,1.0905,6.6797
7222,1.6012,3.7367,9.3231,1.4705,0.1415,19.4644
7223,1.092,0.3677,13.5254,0.3949,1.6473,4.0273
7224,1.8602,3.1931,17.603,1.3561,2.2028,19.3901
7225,4.5279,1.8192,3.7231,0.8715,4.1048,14.5837
7226,4.8742,3.8677,17.9187,1.3457,2.0984,8.825
7227,4.367,4.3302,8.1057,1.5341,4.5856,12.1011
7228,0.9951,1.8876,16.954,1.1691,4.2284,10.4039
7229,4.7634,2.6754,10.4947,1.3207,1.0444,16.1924
7230,2.4051,0.6753,17.3131,0.5057,0.863,1.7254
7231,0.5419,2.1428,13.4251,1.2261,1.2948,16.3611
7232,2.4908,1.8679,10.42,0.9749,1.8624,19.4271
7233,0.7073,0.9973,6.5945,0.9133,2.9591,8.8767
7234,2.9475,4.4829,19.3937,0.8796,0.708,4.2323
7235,2.0235,0.8256,16.1175,0.6908,2.707,2.6218
7236,2.6305,3.2151,7.9332,0.6801,2.9458,7.2617
7237,3.2593,4.4617,3.7511,1.4294,3.3384,3.0478
7238,4.4096,4.5686,15.7009,1.1598,2.7955,4.9794
7239,3.4786,3.9869,19.8039,0.1569,4.1433,13.2615
7240,2.4532,0.9631,5.94,0.1922,3.2438,8.6077
7241,4.1874,4.1054,18.3593,1.1832,4.6303,18.0699
7242,4.5751,1.4552,2.9447,1.7079,3.5345,9.5461
7243,1.0389,4.6198,19.068,0.1836,2.2369,3.505
7244,2.8937,3.5745,15.0341,1.0637,1.1275,3.2035
7245,1.7803,3.9478,7.2586,1.7172,0.1516,14.0158
7246,0.7118,0.5167,6.4403,0.1085,0.543,12.8612
7247,3.5085,2.9555,13.047,0.624,1.0294,14.3035
7248,4.3825,4.1236,12.0734,1.8478,1.1606,7.1058
7249,1.2331,4.3218,18.4193,0.2548,3.736,18.3431
7250,4.1559,0.2403,15.4417,1.2533,1.9917,2.7184
7251,4.3403,4.7019,11.0371,1.064,1.6902,1.1405
7252,4.6145,0.3124,18.5875,0.3882,0.3566,14.9719
7253,1.6938,3.1111,12.0582,0.1807,2.7394,13.703
7254,4.5678,3.4976,17.0689,1.0549,3.1033,10.1244
7255,1.943,0.626,16.8984,1.4967,4.4015,1.352
7256,2.9855,0.3353,18.4243,0.4368,2.5639,2.7269
7257,0.7273,3.9461,1.8182,1.4135,0.1378,4.3083
7258,0.6975,1.9849,11.8845,1.1381,0.4199,12.9551
7259,3.7417,0.6249,9.6337,0.7799,1.4279,13.4294
7260,2.5002,3.8371,10.0656,1.3624,0.782,13.6998
7261,1.6533,4.2609,9.4683,0.4648,3.8759,16.1595
7262,1.3569,2.9782,16.8306,0.9682,0.6285,0.9835
7263,3.5148,0.8901,6.7094,1.1437,0.8878,13.0436
7264,0.5018,0.1746,9.5236,0.9715,3.3673,5.4055
7265,4.1265,3.5339,4.4133,0.8553,1.2742,11.6352
7266,0.8566,2.7957,5.4085,1.5077,4.8485,14.8886
7267,1.3617,3.2889,13.3782,1.3466,4.3296,14.5409
7268,2.2381,4.0846,2.7803,1.315,3.7482,6.1141
7269,2.6819,2.2277,4.1625,1.7944,1.7814,7.4285
7270,2.0975,0.7101,10.7967,1.9877,0.3782,18.3874
7271,1.9432,4.7059,1.3536,1.1777,1.7484,17.0533
7272,4.8376,2.7718,2.9751,0.7617,1.946,5.5116
7273,3.3871,3.1149,17.3354,1.5799,0.7244,11.9472
7274,0.6054,4.6737,16.9999,0.37,0.6911,2.5919
7275,2.4358,4.6648,7.2816,1.0745,3.3737,13.2504
7276,4.4375,2.9033,7.2858,1.0966,1.2388,12.6163
7277,1.8566,1.5583,18.7621,1.9686,3.4223,5.6464
7278,0.9255,4.9859,1.0039,1.9829,2.7867,8.7259
7279,3.9127,3.436,11.8158,1.6185,4.5172,15.755
7280,3.2271,2.1013,12.1491,0.9987,4.0061,5.481
7281,3.0664,2.8432,15.8638,1.1397,0.8417,15.4831
7282,0.7411,2.1376,19.0591,0.7075,3.0898,6.6695
7283,1.1322,4.4527,7.4386,1.6767,3.3003,16.8715
7284,3.3015,2.4642,9.0378,1.5184,4.3241,1.0948
7285,1.4352,4.1353,13.5903,1.5657,3.2407,5.5339
7286,2.7683,4.2169,19.3618,0.3635,0.7895,3.9637
7287,2.952,4.1392,17.8705,0.8574,1.3664,17.8661
7288,1.7758,3.6387,13.5075,1.121,3.2242,8.8561
7289,4.7679,4.2889,17.2061,0.3369,4.5685,11.1392
7290,4.2911,1.9974,2.1615,0.8004,4.4685,5.2205
7291,3.7507,0.6618,7.854,0.2661,1.86,3.0029
7292,0.851,4.228,0.7553,1.9218,4.1703,12.1657
7293,0.9776,2.541,3.9607,1.5274,2.6053,6.0243
7294,2.7175,0.7241,12.7946,1.2794,2.3753,18.6127
7295,1.2232,0.665,17.7685,0.4892,1.8193,9.7888
7296,4.9022,0.8803,12.8392,0.7348,3.4232,3.1941
7297,1.2133,3.7798,13.4507,0.3745,3.038,0.9639
7298,2.6936,3.5832,2.5245,1.1186,1.9359,5.0295
7299,2.1385,1.0987,13.4648,1.659,3.8379,6.7385
7300,3.3772,4.2499,9.3598,0.1362,1.9588,4.5359
7301,1.0807,1.4783,13.2031,0.2963,2.9635,7.6292
7302,2.4364,3.9856,6.8604,0.5358,2.0227,17.6398
7303,1.7362,2.4951,11.839,1.4567,0.6727,1.4351
7304,4.4949,3.6846,8.7694,1.7986,0.8899,16.124
7305,0.6826,1.9688,11.3934,1.5307,3.318,8.8029
7306,4.6118,1.801,3.3682,1.0974,4.075,18.1751
7307,4.2485,4.2227,8.2186,0.2997,2.3955,13.5075
7308,1.8391,0.273,7.7984,1.5343,1.6954,3.7159
7309,4.0518,4.8762,14.8597,0.3007,1.7488,19.2102
7310,0.6405,3.2761,14.275,0.7606,3.0285,3.5169
7311,4.8509,2.2192,18.2227,0.6852,2.3917,7.0577
7312,2.8697,3.1775,12.8251,0.7825,0.1036,19.5867
7313,1.8648,0.7014,6.6337,0.7261,3.8802,4.631
7314,2.1316,2.6189,15.7729,1.5614,0.7974,12.8081
7315,0.7988,4.927,10.1915,0.4263,3.4066,19.5614
7316,4.9521,1.2528,4.2731,1.7071,1.7866,13.9339
7317,0.6768,3.6392,15.0745,1.7307,2.9322,13.4239
7318,3.4471,2.2314,3.0844,1.0328,4.2901,12.6201
7319,2.4923,3.297,3.974,0.3017,0.8559,11.3314
7320,4.7701,1.1039,15.2957,1.1933,3.9104,19.0085
7321,1.607,2.4053,15.5178,1.6598,0.2877,11.1033
7322,2.8944,4.9025,15.9202,0.65,4.6147,13.4343
7323,2.6706,1.0569,6.2198,1.6917,1.0878,14.9073
7324,3.6629,3.2186,17.3985,1.3861,3.9926,10.7903
7325,0.806,2.9204,14.592,1.9758,0.4294,17.8106
7326,1.3721,2.8688,16.7624,1.667,1.7025,0.9446
7327,1.4655,3.1141,14.3178,0.4829,3.2044,8.2077
7328,3.8217,2.561,11.8021,0.9531,3.3282,12.5243
7329,1.3511,0.183,2.6332,0.2967,3.5242,0.87
7330,3.0807,4.5105,14.3633,0.2324,1.8192,18.7695
7331,1.4686,4.1522,13.964,1.4415,3.3634,16.6144
7332,4.3773,0.9534,6.5936,1.8346,2.1997,4.7712
7333,4.7398,2.125,14.8485,1.9498,2.873,6.9696
7334,2.8332,3.8757,11.2339,0.6139,2.7814,13.7044
7335,2.0854,4.9023,11.4084,0.4834,0.9239,7.1498
7336,1.5533,4.7606,7.6683,1.1644,4.2483,17.2068
7337,0.724,4.5069,2.7773,0.4816,4.349,5.3453
7338,1.7083,0.876,4.7301,0.6622,1.0983,16.4566
7339,3.4441,4.5809,15.4922,1.6907,2.141,9.5597
7340,2.9013,4.4044,5.7931,1.6399,2.3779,9.3408
7341,4.7482,1.9471,0.5439,1.8006,2.7897,3.7845
7342,2.2832,2.0332,19.9418,1.0163,0.2091,19.6757
7343,3.6224,2.3536,4.6083,1.1718,3.8182,7.2242
7344,2.702,3.3153,13.28,1.5641,4.3236,4.4901
7345,2.8066,1.3781,18.575,0.5546,0.7968,1.1326
7346,1.705,0.2124,12.1944,1.6639,4.4935,10.1235
7347,2.5473,0.792,16.0811,0.1334,4.2695,1.1291
7348,2.6185,2.2566,19.5392,1.6156,2.7571,9.3795
7349,3.6799,1.4818,17.2771,1.5742,1.4462,18.1016
7350,4.7329,3.8461,11.3791,0.6734,1.1167,10.2104
7351,1.9819,0.6228,7.5922,1.483,2.4967,1.3446
7352,0.6899,4.5956,9.9081,0.5066,2.5853,5.6552
