ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
9462,2.66,1.31,1.21,0.92,3.1,3.47,20.269129,77.77353
9463,3.15,2.48,9.42,0.84,0.79,6.29,12.491604,103.72127
9464,1.64,4.67,4.38,1.4,4.82,8.62,14.565784,97.460625
9465,2.38,2.67,3.3,1.67,2.9,2.34,17.158934,66.34039
9466,2.82,0.32,4.57,0.74,2.21,7.34,16.327168,80.40529
9467,2.47,3.55,7.71,0.15,0.6,5.54,13.409256,92.40267
9468,2.58,4.41,2.5,0.93,3.0,8.99,18.594988,103.70548
9469,2.48,3.92,5.57,0.85,2.74,5.9,15.844513,90.07869
9470,0.54,4.08,4.45,0.4,4.93,6.66,14.1943035,80.19339
9471,2.54,3.69,5.31,0.68,0.39,1.5,18.973227,105.86102
9472,4.82,1.09,4.1,0.58,4.11,8.58,16.703104,84.2548
9473,4.72,4.59,3.79,1.58,4.64,8.27,17.881075,104.612686
9474,1.03,3.06,3.3,1.63,4.74,3.61,17.220373,76.20056
9475,4.41,2.3,1.23,1.97,2.12,9.24,17.616898,80.15286
9476,3.72,4.07,7.25,0.98,3.5,8.13,12.52779,103.10651
9477,0.56,3.06,8.19,0.75,1.71,2.23,11.7019615,76.703514
9478,1.19,1.15,7.51,0.36,3.51,5.95,13.041335,85.38411
9479,2.8,2.24,8.01,1.36,4.0,3.3,11.450489,76.41814
9480,0.88,2.04,0.84,1.05,3.68,8.27,18.71776,80.24783
9481,1.28,2.68,7.04,1.95,3.04,0.93,13.460377,69.45321
9482,0.57,4.34,8.78,1.08,2.06,5.8,9.625559,84.72296
9483,2.3,3.47,8.45,1.86,4.41,5.94,9.842407,91.68971
9484,1.49,4.12,2.16,0.91,3.0,5.48,18.14069,82.79808
9485,1.22,2.19,9.82,0.27,2.51,8.01,12.827912,115.71207
9486,0.51,3.21,5.24,1.98,4.47,8.18,14.386442,92.73707
9487,2.79,2.15,8.06,0.48,4.19,5.69,11.619301,85.67353
9488,3.03,2.53,6.29,1.78,3.49,9.47,14.630093,107.179115
9489,0.69,2.8,5.28,0.65,3.9,3.19,15.31599,69.12296
9490,4.94,2.16,7.89,1.98,2.24,2.58,13.070585,80.06408
9491,2.27,3.59,2.86,1.32,4.39,1.79,16.592821,67.69736
9492,3.14,3.67,9.6,0.23,1.22,6.97,11.005508,96.62784
9493,1.55,2.72,2.09,0.71,2.17,4.11,17.347042,67.25803
9494,3.01,2.64,1.89,0.32,3.83,0.66,18.412344,69.85152
9495,4.6,1.85,4.78,1.5,0.67,7.15,16.312407,92.792046
9496,2.15,1.44,8.03,0.76,0.64,3.8,12.9559765,87.91685
9497,1.96,1.74,9.95,0.67,2.46,2.72,9.663946,78.71771
9498,0.55,1.69,1.19,1.69,3.85,2.63,20.094166,77.15308
9499,3.37,4.6,6.48,0.3,0.33,3.31,16.922169,106.065796
9500,2.86,0.39,4.26,0.43,3.26,2.29,17.998365,72.4824
9501,2.77,0.99,7.24,1.54,1.41,7.81,14.554522,104.5223
9502,4.73,4.73,1.4,0.29,2.06,0.55,18.686964,97.57791
9503,3.67,1.07,5.25,1.02,0.37,2.9,15.571057,74.39395
9504,2.86,3.58,2.93,1.53,2.09,8.53,18.290714,97.78412
9505,4.37,4.43,3.53,1.2,0.21,2.78,18.505987,103.93588
9506,4.38,4.74,5.22,1.79,3.41,6.3,14.988317,90.94794
9507,4.18,2.86,2.09,1.2,1.56,9.61,17.603651,89.94589
9508,4.69,4.74,5.51,0.92,3.06,9.17,14.612112,104.464966
9509,2.21,0.91,3.53,0.61,4.69,6.7,18.417503,85.04297
9510,2.47,2.36,3.8,1.12,0.4,5.29,17.39731,83.2903
9511,2.77,2.56,8.7,0.12,3.84,4.02,9.648443,77.27702
9512,3.13,3.31,8.89,0.65,1.23,5.39,11.158546,88.11585
9513,1.24,1.56,1.14,1.09,2.62,6.98,18.733618,76.74253
9514,4.14,2.17,1.96,0.19,0.87,7.64,17.593618,78.39627
9515,1.68,1.13,2.93,0.36,4.89,4.93,19.559217,84.9622
9516,1.83,3.32,0.69,0.22,4.76,9.51,17.242277,77.89701
9517,1.37,1.73,4.14,0.52,1.9,6.31,16.77061,79.55528
9518,3.2,3.34,1.67,1.09,1.71,3.01,16.950499,65.863785
9519,2.01,0.16,8.77,0.43,2.94,9.02,13.794748,110.06444
9520,1.73,3.86,4.16,0.92,3.03,2.69,16.394749,71.81563
9521,3.36,0.29,8.49,1.53,4.49,3.82,12.291836,76.917816
9522,3.88,4.28,5.37,0.49,0.79,1.66,18.341406,106.14709
9523,1.96,4.64,7.93,0.4,4.9,5.6,7.571728,82.42344
9524,2.38,0.42,7.74,0.86,2.81,2.37,12.871467,69.46819
9525,3.05,1.28,9.93,1.82,2.71,4.06,11.170929,90.79465
9526,1.87,1.12,5.12,1.28,3.2,5.48,15.926405,76.365265
9527,2.89,3.6,9.3,1.73,4.12,7.38,10.386881,103.65941
9528,3.22,4.53,1.33,0.65,1.74,1.91,18.214945,91.402466
9529,2.91,1.77,4.87,1.24,3.5,5.29,16.178282,76.58275
9530,2.97,1.99,9.15,0.14,4.79,7.69,11.219048,99.65375
9531,1.41,2.92,4.98,1.75,0.12,5.95,16.875324,97.83625
9532,4.19,4.2,6.19,1.6,3.03,1.12,13.239691,75.33788
9533,2.0,3.53,3.31,1.55,3.03,7.35,17.73981,87.903046
9534,0.65,1.25,2.69,1.76,0.7,2.6,17.084486,64.10831
9535,1.83,1.04,3.83,1.85,2.03,4.37,16.967989,71.35683
9536,3.6,3.47,5.13,1.25,3.33,8.73,15.879474,101.70641
9537,3.36,4.53,3.62,0.58,0.38,8.93,16.302176,101.58332
9538,3.5,0.24,5.63,1.22,0.84,5.61,15.372364,82.33577
9539,0.78,3.46,5.73,1.98,1.54,6.35,16.189215,101.37266
9540,2.36,4.8,1.51,1.12,2.39,9.6,17.54953,102.30931
9541,4.71,3.94,6.74,1.65,0.58,6.72,13.597769,94.2715
9542,4.59,1.66,5.32,1.08,4.04,9.32,14.829373,89.48056
9543,3.71,2.65,9.96,1.55,1.74,5.18,11.06267,94.72426
9544,1.81,0.56,3.37,0.47,3.68,6.79,18.216085,81.18602
9545,3.85,3.62,3.48,0.99,1.36,4.78,17.885635,84.132164
9546,4.6,0.43,4.49,1.25,1.39,7.24,16.114134,82.27504
9547,2.34,4.9,3.58,1.93,1.12,4.96,17.424242,98.75084
9548,3.55,0.98,9.23,1.33,4.86,3.91,10.811757,79.77206
9549,2.69,1.22,2.88,1.94,2.86,7.33,17.473436,78.55052
9550,2.76,3.54,3.03,1.31,4.5,9.47,16.426025,87.62703
9551,2.74,3.36,8.09,1.21,2.6,4.66,11.453381,84.943535
9552,2.29,2.55,1.66,0.51,0.22,6.72,17.775238,77.42827
9553,3.32,1.77,3.52,1.37,0.99,4.2,17.193644,72.99418
9554,3.2,2.87,5.78,1.13,1.57,4.04,16.447378,87.26831
9555,1.8,3.97,5.24,0.49,0.28,9.3,15.835996,111.98491
9556,4.09,3.44,8.99,1.73,0.38,4.79,12.088396,92.33493
9557,4.19,3.46,0.64,0.5,2.44,0.94,16.297646,59.721344
9558,2.58,4.57,4.81,1.95,3.62,5.11,14.727457,82.74117
9559,4.13,0.89,5.11,1.58,4.81,5.72,16.719908,82.285995
9560,1.74,1.4,9.96,0.63,2.55,0.73,9.007774,66.7186
9561,1.96,0.33,2.05,0.95,3.68,4.12,20.724827,82.67427
9562,1.67,0.2,5.4,0.6,3.43,9.51,15.439585,88.52811
9563,3.54,3.54,6.63,1.31,4.17,6.44,12.478764,89.27275
9564,2.09,2.09,7.19,1.87,2.61,2.44,13.877832,77.90123
9565,2.96,4.7,5.49,0.33,3.41,5.86,12.670282,80.147095
9566,0.56,2.14,9.0,0.14,2.2,6.7,12.541035,104.451996
9567,4.06,4.12,5.26,0.3,2.22,8.91,15.911753,107.166084
9568,2.31,4.2,0.97,0.7,4.31,0.76,16.123098,62.343536
9569,1.66,0.72,5.28,1.87,2.2,2.94,15.826649,69.41412
9570,4.2,3.34,9.35,0.77,2.1,1.5,8.9818735,69.23718
9571,2.09,2.06,1.37,0.87,2.37,4.65,18.502857,71.7296
9572,4.34,1.17,5.2,1.42,2.5,4.61,15.948545,76.34389
9573,0.74,4.46,8.97,1.43,3.03,6.22,8.566589,88.09221
9574,2.0,2.17,1.3,0.94,0.25,7.34,17.596632,75.037964
9575,2.5,2.05,9.03,1.16,0.17,6.37,13.427624,108.637726
9576,1.57,4.52,3.65,0.54,3.15,6.11,17.16588,89.62764
9577,4.71,4.98,5.92,0.14,4.0,1.34,8.9229145,60.165718
9578,3.76,0.22,2.95,0.75,3.1,4.65,19.335835,79.603485
9579,3.24,2.22,4.01,0.21,4.11,4.19,17.352087,76.093025
9580,1.0,2.38,4.11,1.83,0.49,2.38,16.71698,75.248
9581,0.54,3.78,2.91,0.71,1.89,2.26,16.728994,73.53827
9582,3.52,2.61,2.49,1.37,2.52,1.47,17.325693,64.271
9583,3.96,1.32,6.41,0.76,1.59,8.58,14.87426,101.279236
9584,4.66,1.53,6.12,1.49,4.76,3.86,15.208622,76.32342
9585,1.09,2.81,5.79,1.14,3.55,6.17,15.457651,89.43994
9586,4.83,1.79,9.45,0.74,3.99,4.03,10.409407,81.32366
9587,4.12,2.1,1.48,1.31,4.68,7.88,19.076715,85.42051
9588,0.84,3.41,8.99,1.47,0.27,7.12,12.953459,108.61201
9589,2.55,4.53,8.25,0.85,1.17,6.51,11.096418,87.55592
9590,4.0,4.9,2.62,0.82,3.88,1.54,17.205553,89.60144
9591,1.67,0.8,4.99,0.19,4.94,9.07,15.914602,86.82846
9592,2.98,1.97,2.49,0.19,2.32,7.88,17.247458,76.96408
9593,0.9,2.48,1.86,0.41,4.94,7.26,18.583385,83.45798
9594,2.02,3.67,9.6,1.03,0.21,8.32,13.164443,116.089745
9595,2.59,3.03,9.96,1.61,1.48,3.22,9.571206,80.53462
9596,1.92,0.22,1.73,1.43,3.67,2.33,21.472172,82.21709
9597,3.38,2.73,1.66,1.86,4.21,3.89,18.830603,78.05228
9598,1.38,2.96,4.96,0.69,0.39,0.52,18.099543,91.31894
9599,3.23,4.86,4.2,1.51,0.39,4.29,17.82415,104.397964
9600,4.7,3.62,2.44,0.35,4.25,7.14,17.871143,81.222305
9601,1.2,4.19,4.29,1.96,2.97,2.82,16.14868,76.36387
9602,3.46,2.04,9.26,1.02,4.59,5.82,10.786268,91.86487
9603,2.22,4.7,5.39,1.3,1.77,1.18,17.038107,98.11942
9604,0.54,0.59,5.04,0.42,0.17,7.61,15.773531,89.50223
9605,1.85,0.41,7.4,0.2,2.66,5.91,13.555583,84.46611
9606,1.69,4.69,6.8,0.46,2.72,9.94,13.508095,113.775894
9607,4.87,0.78,3.22,0.56,3.46,4.32,18.86562,78.836624
9608,4.7,4.37,5.33,1.85,2.39,5.09,15.589951,86.59445
9609,4.16,2.5,5.13,1.07,0.76,3.69,16.361982,82.81706
9610,2.6,0.34,5.91,0.22,1.92,6.68,15.066687,82.76585
9611,1.23,2.33,5.53,0.14,2.54,3.78,16.0997,76.38225
9612,1.72,4.81,9.72,0.71,0.81,1.38,10.070839,82.702675
9613,2.22,0.89,6.82,1.61,0.41,8.59,15.204559,109.706314
9614,0.6,4.66,3.48,1.17,0.4,3.52,17.800367,98.926506
9615,3.31,2.33,7.21,0.33,2.21,3.79,14.0438795,82.89056
9616,2.8,2.88,9.12,0.39,4.03,9.31,12.187969,114.84532
9617,4.76,0.53,7.48,0.16,4.8,3.98,13.657404,75.14436
9618,4.14,2.69,8.65,0.82,1.0,8.71,14.30294,118.263306
9619,1.2,4.65,5.16,1.7,2.14,4.6,15.4411,85.96547
9620,2.64,4.64,7.91,1.39,3.99,4.01,6.945374,68.444244
9621,3.25,2.05,3.28,1.52,0.15,7.47,17.064054,87.53969
9622,0.88,3.17,8.69,0.36,3.95,6.92,10.267088,95.57533
9623,3.77,0.27,2.74,1.14,2.96,6.75,18.844484,81.55953
9624,3.86,0.46,9.69,0.27,3.11,5.87,11.840647,93.34143
9625,2.47,0.46,5.68,0.17,1.04,6.9,15.271899,85.85184
9626,3.14,3.7,2.58,1.96,1.06,1.6,17.211912,78.30229
9627,3.05,2.55,0.77,1.48,4.75,7.09,19.255037,82.9582
9628,1.87,3.26,5.72,1.14,2.94,4.96,17.140089,91.36806
9629,1.05,0.12,2.36,0.61,4.0,4.82,20.580057,84.44733
9630,2.58,1.13,0.53,1.56,1.18,7.3,18.920973,75.95362
9631,2.67,0.38,0.99,1.79,3.9,2.9,22.240095,85.67627
9632,3.04,2.28,5.74,0.22,3.31,2.48,15.384449,68.32659
9633,0.77,2.89,0.51,0.83,0.14,3.2,16.791008,63.039017
9634,4.48,1.28,2.09,1.41,2.3,5.62,18.473576,75.95102
9635,3.49,1.65,9.0,1.67,1.25,8.38,14.865105,122.70015
9636,2.6,1.82,4.82,1.09,0.83,9.76,15.943487,102.66006
9637,1.0,2.42,1.66,1.33,4.62,1.44,19.45893,76.32045
9638,3.36,3.44,6.4,1.29,3.9,5.49,13.759737,86.620224
9639,2.57,2.17,1.02,1.72,2.56,6.56,18.438017,75.33644
9640,1.12,2.26,9.2,1.29,1.13,6.59,13.3878765,111.43422
9641,1.45,4.13,9.15,0.44,1.68,3.14,9.069292,71.62166
9642,4.64,4.11,8.94,1.43,0.34,4.27,12.394133,93.67622
9643,2.49,2.83,5.46,0.88,3.08,9.04,15.450671,102.02344
9644,1.79,4.6,0.99,0.39,1.01,1.04,18.669466,95.343414
9645,2.68,1.53,4.73,1.59,0.22,1.84,16.14479,72.49642
9646,2.85,4.38,1.9,0.47,4.54,9.85,18.56648,101.11838
9647,3.92,3.77,4.57,1.78,4.82,3.03,15.412655,78.554985
9648,2.53,1.94,5.45,0.27,4.51,9.95,14.097939,90.24011
9649,4.88,3.05,1.76,1.91,1.71,1.6,16.740042,62.601562
9650,5.0,1.48,5.53,0.4,4.85,5.53,15.847752,79.47447
9651,1.6,3.95,6.78,1.77,2.19,1.88,14.223597,82.63818
9652,2.66,1.58,1.66,1.1,0.79,9.84,17.218924,81.5341
9653,1.96,1.69,9.87,1.84,1.44,4.47,11.81679,98.46517
9654,3.54,0.18,1.99,0.13,0.7,1.31,18.961077,67.50299
9655,3.47,0.25,9.11,0.76,3.31,6.51,12.469128,94.740585
9656,4.56,1.09,1.51,0.92,4.84,1.25,21.812296,85.696335
9657,2.56,2.86,8.76,0.43,1.11,8.05,13.668241,113.1974
9658,4.07,3.49,0.56,1.84,3.55,9.59,18.058409,84.55837
9659,1.39,0.85,5.87,1.91,3.27,8.28,14.825743,90.2456
9660,4.83,1.45,8.66,1.45,4.19,5.58,12.04994,88.746025
9661,1.51,1.56,5.59,1.76,4.09,9.57,14.549234,93.88631
9662,3.12,4.12,0.81,0.97,3.37,7.4,18.719175,86.63959
9663,1.52,3.81,3.33,0.18,4.41,7.95,16.653074,84.87747
9664,4.53,4.79,5.34,1.06,3.44,6.86,14.45586,91.611786
9665,4.32,0.69,8.47,1.58,0.62,7.36,14.12249,109.6796
9666,3.23,2.24,6.73,1.06,2.79,0.5,13.914402,65.91353
9667,1.42,1.06,4.34,0.61,1.65,4.66,16.505241,71.75891
9668,4.28,0.56,8.54,1.78,3.97,5.78,12.635071,88.619965
9669,2.56,1.08,4.92,0.44,1.05,7.71,15.97986,88.75369
9670,0.85,1.42,8.22,0.7,3.44,8.9,13.824015,110.90725
9671,2.09,2.76,3.54,0.32,3.84,8.63,16.360083,82.40657
9672,1.55,0.74,3.12,1.64,0.92,9.86,16.394615,85.60782
9673,3.77,0.29,8.87,0.77,2.68,3.62,11.93364,78.977135
9674,1.97,1.52,4.79,1.27,0.74,0.65,15.827322,65.65552
9675,2.02,3.22,4.98,1.78,1.5,3.01,17.072584,83.86174
9676,3.25,4.07,5.14,0.66,0.76,3.75,17.994225,101.0468
9677,0.69,3.43,8.54,1.12,1.5,3.22,11.243903,79.88469
9678,1.77,4.89,5.16,0.91,2.92,7.67,13.823459,93.836
9679,2.05,3.98,1.22,0.24,4.82,4.26,17.0248,69.48128
9680,2.68,3.12,7.72,0.45,4.61,3.66,9.253705,71.36781
9681,4.64,0.56,0.82,1.31,4.84,3.66,22.859324,92.009995
9682,4.75,2.97,8.37,1.11,3.74,1.97,9.899044,69.57428
9683,2.9,0.81,6.93,0.84,4.2,2.48,14.036039,69.910355
9684,3.61,4.72,6.91,1.58,0.46,8.0,12.8648405,97.59877
9685,1.21,0.67,1.55,0.13,0.16,1.78,18.30116,64.59851
9686,1.88,0.8,3.87,0.38,3.88,2.59,18.434034,75.07194
9687,3.42,1.99,3.18,0.83,2.83,9.15,16.652025,82.893166
9688,3.66,3.98,6.79,0.92,4.83,4.98,10.188274,81.03291
9689,2.95,2.21,4.35,1.36,1.39,4.09,17.153585,78.349525
9690,3.81,1.82,6.46,0.84,3.81,2.26,14.334417,68.46806
9691,4.46,3.38,8.88,0.28,0.61,8.21,13.116772,109.13811
9692,2.86,2.64,6.25,0.14,4.56,5.54,13.447524,77.23347
9693,2.65,3.92,1.53,0.33,2.51,8.63,18.628218,92.91338
9694,2.68,4.95,1.83,0.93,2.56,3.13,17.920355,94.89148
9695,0.64,3.32,1.59,0.23,4.49,9.99,16.471315,79.95881
9696,2.24,2.08,8.95,1.36,3.16,5.21,11.759112,93.88182
9697,2.03,3.01,2.69,1.0,2.74,3.9,17.293554,68.86113
9698,1.31,3.6,8.92,0.84,3.23,7.01,10.625395,99.22398
9699,3.16,4.71,4.81,1.18,0.52,4.51,17.284927,101.61226
9700,4.03,4.21,2.27,1.92,4.67,8.22,19.02822,96.03718
9701,4.11,4.41,5.66,0.65,4.48,2.33,9.334961,60.951134
9702,2.72,0.5,3.2,0.79,1.94,0.87,18.157349,66.42906
9703,4.67,1.52,4.46,1.14,3.69,9.95,15.604044,88.497574
9704,4.29,2.54,6.77,1.31,4.52,4.56,13.207058,77.53623
9705,1.84,4.86,1.17,0.23,4.08,1.55,16.980968,81.20297
9706,0.89,4.69,3.79,0.37,4.24,1.01,13.392425,63.87439
9707,4.63,1.99,4.46,1.15,4.88,0.77,17.665106,77.224655
9708,2.03,4.14,9.24,1.11,4.81,9.76,9.357584,110.08308
9709,4.22,4.96,0.6,0.93,4.46,3.29,17.355028,84.43805
9710,3.99,1.8,5.19,1.47,4.47,9.27,14.805042,88.41816
9711,3.49,4.94,1.11,1.22,0.59,5.6,18.293432,102.88187
9712,0.86,0.94,3.05,0.68,2.74,4.46,17.97024,72.361305
9713,1.44,0.83,1.13,1.66,1.19,4.37,19.042862,71.43047
9714,3.46,4.05,0.76,1.92,0.88,9.48,18.093582,97.51214
9715,4.79,0.51,1.42,0.53,4.98,4.47,22.313255,92.67923
9716,3.35,0.25,3.19,0.19,1.74,5.08,17.960737,73.83032
9717,4.26,0.9,3.11,0.95,4.91,5.15,19.718306,87.40103
9718,2.89,0.97,8.63,1.79,1.6,7.56,14.2179985,112.32163
9719,2.74,2.91,9.73,0.17,1.82,8.45,12.799307,115.42818
9720,3.24,0.75,6.97,1.42,4.2,2.62,14.080536,71.33003
9721,3.35,3.57,4.35,0.25,3.04,3.69,17.017569,74.7384
9722,4.79,1.16,8.29,0.61,1.93,2.26,12.223867,74.193436
9723,1.73,0.92,0.64,0.35,3.86,5.87,21.365545,85.867966
9724,0.86,0.48,7.41,1.16,3.35,5.9,13.447695,84.55426
9725,4.51,4.67,6.56,0.72,4.09,6.83,11.106188,86.785995
9726,3.25,3.92,6.23,1.57,0.49,6.05,15.080475,95.90947
9727,4.94,4.17,3.06,0.13,2.47,9.82,18.269184,106.21988
9728,4.74,1.94,3.19,1.91,1.43,6.29,17.176683,79.22279
9729,4.01,2.9,9.11,0.41,3.6,8.72,12.409986,111.55176
9730,3.44,2.02,1.99,1.4,1.65,6.2,17.710604,73.55681
9731,1.49,3.69,1.28,0.55,0.78,5.63,17.609882,79.33032
9732,0.82,1.05,1.76,1.82,2.27,5.43,18.615965,74.08562
9733,2.3,4.62,6.94,1.64,1.09,7.15,12.759089,93.95926
9734,2.03,2.33,5.05,0.57,0.56,9.67,16.154377,109.083176
9735,1.7,1.83,8.06,1.8,2.29,8.97,15.198299,121.8613
9736,3.68,3.12,8.46,0.69,2.94,1.25,9.424742,64.69945
9737,0.83,3.62,5.34,1.84,1.04,1.02,17.967644,96.130394
9738,2.43,2.67,6.69,0.77,2.22,2.83,14.983288,80.78508
9739,3.94,1.1,2.82,0.63,1.37,5.32,17.556889,72.31842
9740,1.3,0.22,2.56,1.32,0.23,4.08,17.727793,69.201996
9741,1.63,3.54,4.56,1.95,2.7,0.89,16.14818,71.36325
9742,0.93,2.88,6.62,1.55,4.49,9.59,13.876879,108.53511
9743,3.35,3.85,1.49,1.48,0.21,7.62,17.921515,91.49694
9744,4.94,2.79,8.31,1.7,2.36,4.15,12.308094,86.3936
9745,0.72,1.85,2.31,0.64,1.64,2.67,17.34424,63.751926
9746,3.6,1.27,6.46,1.11,2.1,3.57,14.70747,77.44502
9747,1.11,0.42,5.92,1.55,0.17,8.57,15.303309,100.570984
9748,3.86,2.79,2.94,1.37,2.96,8.05,17.325373,83.036316
9749,1.5,2.18,2.13,0.82,0.47,9.34,17.234297,86.398056
9750,1.83,4.17,3.02,1.35,2.8,6.08,18.510393,90.69998
9751,3.74,2.84,3.55,0.59,4.64,6.9,16.99252,81.61568
9752,3.42,2.36,6.38,1.07,0.16,3.42,15.198769,88.716675
9753,2.61,2.81,1.59,1.14,4.8,6.64,18.578081,81.99626
9754,1.5,0.55,0.84,0.62,1.5,7.67,19.242144,78.06526
9755,2.38,1.89,4.86,0.51,3.16,8.96,15.74834,90.37697
9756,3.1,2.9,1.72,1.07,1.69,6.6,17.853651,76.26784
9757,4.56,2.34,6.75,1.03,1.55,2.48,14.606647,79.55599
9758,3.85,0.94,5.03,1.82,1.03,6.54,15.949345,86.73862
9759,4.11,2.47,9.84,1.08,1.52,5.28,11.280207,94.7729
9760,1.0,0.17,3.35,1.4,0.3,3.64,17.092978,68.27336
9761,4.45,4.93,9.22,1.33,1.17,4.23,10.139934,82.01747
9762,3.87,4.37,5.72,0.11,1.98,9.01,14.655116,104.95024
9763,3.63,1.78,3.24,1.21,3.4,5.49,17.65592,76.59742
9764,3.38,4.19,7.16,0.65,1.52,5.86,13.272318,87.56032
9765,2.53,2.93,1.03,0.43,1.8,4.58,17.420664,67.04858
9766,4.36,0.39,5.05,1.27,0.85,6.77,15.72719,84.60073
9767,1.32,1.07,2.09,0.53,0.39,6.56,17.402493,72.15523
9768,4.02,0.95,2.63,1.26,1.18,5.58,17.623568,73.07179
9769,4.94,4.21,0.54,1.33,4.16,1.76,16.925962,69.148315
9770,4.38,4.11,2.89,0.82,2.65,2.08,17.162788,80.67676
9771,2.75,4.94,5.76,0.18,0.74,5.88,14.919698,94.961044
9772,3.33,0.32,1.9,0.69,3.99,9.67,19.753931,90.51871
9773,1.48,4.86,8.42,0.46,2.66,8.49,10.413617,101.31518
9774,4.3,4.07,4.87,1.19,2.37,9.19,16.555065,110.63106
9775,2.64,3.6,6.92,0.53,0.21,7.68,14.151339,102.63344
9776,4.7,2.96,6.12,0.14,4.24,8.86,13.392008,92.67744
9777,3.27,4.17,2.05,0.21,1.54,4.17,17.509962,84.69972
9778,0.55,3.56,0.86,1.18,2.84,7.11,17.399145,74.69568
9779,4.73,1.31,4.04,0.82,0.37,9.58,16.127104,93.95207
9780,4.66,2.36,3.59,0.13,4.23,0.51,17.582006,71.51882
9781,4.59,4.37,9.44,0.24,0.98,2.58,10.370357,82.72197
9782,3.95,0.95,7.14,1.35,4.7,2.72,13.888821,72.61861
9783,3.14,0.85,8.99,1.7,4.03,1.35,10.724285,67.1797
9784,2.16,3.75,6.18,0.97,4.05,9.35,13.330092,105.314316
9785,4.8,4.58,7.79,0.11,2.4,5.24,9.444112,72.3463
9786,2.61,3.11,9.09,0.22,4.66,3.98,7.325743,73.65866
9787,4.01,1.59,5.48,0.43,4.34,3.46,16.046713,74.621605
9788,2.42,3.39,1.05,0.5,1.03,4.76,17.328632,71.62318
9789,4.76,4.83,1.52,0.96,1.76,5.81,17.600477,96.79237
9790,1.54,4.68,8.8,1.95,4.13,8.49,9.404193,104.73114
9791,3.89,2.53,9.35,0.79,4.47,9.65,12.5493355,117.79944
9792,1.19,3.1,3.08,0.59,2.86,7.94,17.126371,83.4211
9793,4.35,2.15,3.1,0.25,0.89,5.39,17.441526,76.03877
9794,2.47,4.93,9.28,0.52,1.72,8.4,10.351889,100.64302
9795,1.34,3.32,3.09,1.12,4.72,5.88,16.894756,78.17258
9796,4.78,4.83,5.6,0.64,0.88,5.76,15.277689,95.847275
9797,1.14,0.16,6.68,0.5,0.88,9.24,14.900276,103.39868
9798,0.66,4.33,0.75,1.94,1.05,5.28,17.163746,83.425644
9799,1.12,0.63,6.9,0.54,2.14,8.5,14.394747,99.09757
9800,4.53,3.71,2.73,0.4,1.05,2.76,17.238678,81.466736
9801,4.36,4.89,1.81,0.72,3.72,6.45,17.722158,93.41789
9802,0.75,3.93,9.28,0.37,0.72,3.67,11.052218,85.04253
9803,1.38,1.02,0.61,0.45,1.56,6.92,19.22468,75.966965
9804,1.46,3.79,1.13,1.49,1.92,8.19,18.323092,88.72801
9805,3.54,0.11,1.08,0.39,1.73,5.47,20.474813,79.66073
9806,1.03,2.03,2.41,1.58,1.61,2.24,17.188353,63.169205
9807,2.21,2.85,4.61,0.99,3.08,6.83,17.11778,88.977066
9808,4.96,3.43,1.53,1.34,2.05,4.98,17.810686,74.97745
9809,3.01,1.81,4.77,1.9,1.07,1.19,16.15577,68.62103
9810,2.49,1.05,5.71,1.95,3.28,9.87,15.01302,97.670555
9811,0.72,1.22,6.02,1.81,1.27,6.81,15.085892,93.23946
9812,4.1,3.64,2.69,1.05,0.18,4.07,17.363811,83.833176
9813,2.15,0.22,1.81,1.89,3.3,7.54,19.776184,84.97182
9814,2.65,1.12,4.95,0.15,0.46,4.52,15.987942,77.778275
9815,1.96,1.63,8.29,0.5,4.29,2.29,10.560741,67.01843
9816,2.04,2.25,1.93,0.74,2.77,6.51,17.895845,74.50394
9817,3.97,0.19,9.06,0.19,2.13,8.03,13.351251,106.19995
9818,1.43,1.7,1.3,1.6,0.68,8.35,17.447577,75.66629
9819,1.86,1.57,7.62,1.01,4.05,5.89,12.636821,86.34039
9820,4.91,0.91,5.13,1.0,4.61,9.59,15.486724,87.92958
9821,4.88,3.25,3.11,1.59,2.98,7.16,17.857187,85.99225
9822,3.76,1.2,4.65,1.55,4.88,9.94,15.706087,88.39543
9823,1.12,1.89,6.76,1.15,3.05,5.7,14.221072,88.22404
9824,2.97,1.21,1.81,0.25,0.17,4.54,17.842081,68.22326
9825,4.46,0.67,2.74,1.87,0.34,5.3,17.314466,72.92897
9826,3.33,1.82,7.8,1.36,2.75,6.85,13.591731,99.63513
9827,2.32,2.93,3.23,1.43,0.68,4.45,17.690231,79.39661
9828,4.45,3.9,6.47,0.8,0.2,7.44,13.763617,96.36037
9829,2.6,2.78,9.44,0.91,2.43,2.06,8.636529,70.47649
9830,2.25,1.74,9.16,0.68,4.65,9.57,13.003695,115.950806
9831,0.61,1.04,4.9,1.4,0.88,8.3,15.939768,93.3509
9832,2.79,0.83,8.06,1.88,4.02,8.82,13.773999,105.86272
9833,1.91,0.52,7.95,1.21,2.96,7.8,13.673689,100.634186
9834,2.15,4.46,8.48,1.35,0.32,0.79,14.258133,99.44396
9835,1.53,2.22,9.31,1.11,1.67,8.61,14.585304,125.33034
9836,3.88,4.51,4.8,1.98,1.7,7.54,15.739187,98.349754
9837,3.19,3.93,4.66,1.05,3.29,1.04,15.20808,70.54558
