ID,l_s,l_2,l_1,w_s,w_2,w_1,freq,s_2,s_1
8882,6.29,7.06,6.68,0.55,0.56,0.24,3.14 GHz,0.16,0.27
8883,5.62,7.07,6.51,0.6,0.43,0.25,1.61 GHz,0.16,0.21
8884,5.88,7.36,6.59,0.64,0.45,0.15,2.98 GHz,0.31,0.31
8885,5.71,7.32,7.01,0.64,0.58,0.12,3.53 GHz,0.33,0.24
8886,5.94,7.35,6.65,0.65,0.55,0.18,1.62 GHz,0.31,0.23
8887,6.23,7.35,7.42,0.56,0.46,0.19,2.89 GHz,0.28,0.34
8888,5.99,6.74,7.03,0.57,0.47,0.23,3.57 GHz,0.27,0.32
8889,6.06,6.73,6.84,0.56,0.5,0.29,1.93 GHz,0.16,0.32
8890,6.49,7.19,6.76,0.69,0.59,0.25,2.98 GHz,0.22,0.21
8891,5.98,6.59,6.81,0.63,0.43,0.12,1.00 GHz,0.24,0.2
8892,5.97,7.01,7.4,0.68,0.47,0.12,3.16 GHz,0.16,0.28
8893,5.58,7.09,6.59,0.7,0.52,0.29,2.77 GHz,0.26,0.3
8894,5.76,6.55,7.07,0.59,0.54,0.25,3.86 GHz,0.29,0.22
8895,5.51,7.34,6.95,0.52,0.43,0.18,2.60 GHz,0.29,0.21
8896,5.82,6.9,7.15,0.61,0.46,0.23,3.83 GHz,0.21,0.32
8897,5.91,6.9,7.4,0.56,0.54,0.25,2.77 GHz,0.29,0.26
8898,5.61,6.55,6.56,0.56,0.41,0.26,1.46 GHz,0.17,0.3
8899,5.82,7.47,6.78,0.52,0.56,0.18,3.78 GHz,0.17,0.23
8900,6.21,7.4,7.36,0.69,0.44,0.21,1.13 GHz,0.24,0.33
8901,5.66,7.39,6.86,0.59,0.54,0.16,3.91 GHz,0.29,0.2
8902,6.02,6.94,7.42,0.61,0.59,0.25,3.71 GHz,0.32,0.29
8903,5.83,6.69,7.14,0.51,0.46,0.1,3.96 GHz,0.32,0.25
8904,5.65,6.88,6.73,0.52,0.6,0.14,3.07 GHz,0.32,0.31
8905,6.23,6.68,7.2,0.51,0.59,0.16,910.00 MHz,0.25,0.28
8906,6.19,7.31,6.82,0.53,0.48,0.15,2.57 GHz,0.29,0.2
8907,5.85,6.5,6.71,0.57,0.59,0.15,3.19 GHz,0.17,0.29
8908,5.93,7.4,7.13,0.62,0.45,0.11,1.34 GHz,0.15,0.23
8909,6.44,6.68,7.48,0.67,0.51,0.15,1.54 GHz,0.21,0.25
8910,5.97,6.78,7.36,0.66,0.47,0.2,3.39 GHz,0.22,0.27
8911,5.68,6.6,6.58,0.59,0.54,0.17,1.62 GHz,0.21,0.25
8912,5.72,7.23,6.94,0.5,0.5,0.12,2.26 GHz,0.34,0.26
8913,5.86,7.16,6.76,0.57,0.59,0.12,3.96 GHz,0.23,0.34
8914,5.67,6.84,7.37,0.6,0.49,0.25,1.89 GHz,0.15,0.16
8915,5.83,6.72,7.26,0.7,0.53,0.17,3.96 GHz,0.24,0.28
8916,6.42,6.73,7.43,0.69,0.5,0.14,1.37 GHz,0.19,0.31
8917,6.46,7.09,7.37,0.65,0.46,0.11,1.17 GHz,0.19,0.29
8918,5.59,7.13,6.73,0.5,0.54,0.19,3.73 GHz,0.21,0.32
8919,5.62,6.75,7.0,0.66,0.51,0.15,2.98 GHz,0.18,0.26
8920,6.41,7.34,6.52,0.61,0.57,0.11,1.90 GHz,0.25,0.22
8921,6.4,7.23,7.45,0.63,0.55,0.23,2.31 GHz,0.26,0.33
8922,6.31,6.94,7.08,0.6,0.43,0.3,2.49 GHz,0.28,0.24
8923,5.98,6.51,7.02,0.53,0.4,0.17,3.11 GHz,0.16,0.19
8924,5.65,6.72,7.26,0.58,0.43,0.2,3.44 GHz,0.16,0.34
8925,5.99,7.41,7.15,0.59,0.51,0.21,1.74 GHz,0.2,0.31
8926,5.96,7.24,6.6,0.61,0.43,0.1,2.81 GHz,0.22,0.35
8927,6.42,7.42,6.84,0.51,0.43,0.23,3.60 GHz,0.21,0.32
8928,5.56,6.84,6.73,0.51,0.58,0.13,1.69 GHz,0.33,0.34
8929,5.55,6.55,7.17,0.5,0.55,0.13,3.63 GHz,0.22,0.23
8930,5.56,6.62,7.43,0.64,0.5,0.14,1.60 GHz,0.23,0.32
8931,6.3,6.96,7.32,0.57,0.51,0.27,1.19 GHz,0.16,0.22
8932,5.73,6.76,7.29,0.53,0.58,0.28,1.80 GHz,0.24,0.24
8933,6.08,7.41,7.49,0.69,0.51,0.27,1.56 GHz,0.2,0.35
8934,5.75,6.94,7.03,0.67,0.44,0.27,3.57 GHz,0.32,0.32
8935,6.44,6.89,6.57,0.58,0.41,0.29,1.52 GHz,0.31,0.32
8936,5.86,6.68,6.87,0.59,0.54,0.13,2.84 GHz,0.3,0.22
8937,6.35,6.86,7.44,0.64,0.59,0.15,1.59 GHz,0.27,0.16
8938,5.74,7.34,7.4,0.69,0.4,0.28,3.89 GHz,0.16,0.25
8939,6.26,7.48,6.74,0.6,0.53,0.14,3.52 GHz,0.21,0.27
8940,5.51,7.13,6.96,0.63,0.55,0.24,2.71 GHz,0.29,0.19
8941,6.16,6.81,6.76,0.56,0.49,0.23,1.25 GHz,0.15,0.27
8942,5.83,7.09,6.54,0.7,0.53,0.15,3.54 GHz,0.2,0.24
8943,6.2,6.84,6.85,0.66,0.47,0.22,2.95 GHz,0.34,0.23
8944,5.63,7.34,6.53,0.55,0.48,0.27,3.48 GHz,0.21,0.16
8945,5.53,7.18,7.48,0.52,0.47,0.17,890.00 MHz,0.29,0.18
8946,6.12,6.54,6.87,0.66,0.45,0.29,1.41 GHz,0.21,0.35
8947,6.37,7.37,6.91,0.65,0.48,0.23,990.00 MHz,0.28,0.2
8948,5.65,7.35,7.21,0.63,0.54,0.16,3.92 GHz,0.29,0.26
8949,6.3,7.25,6.69,0.53,0.46,0.24,1.81 GHz,0.25,0.25
8950,5.74,7.28,6.97,0.58,0.49,0.27,1.54 GHz,0.21,0.19
8951,6.02,7.3,7.14,0.51,0.45,0.19,1.03 GHz,0.15,0.19
8952,6.37,7.0,6.97,0.56,0.56,0.21,1.51 GHz,0.18,0.17
8953,5.76,7.33,6.81,0.7,0.58,0.11,810.00 MHz,0.33,0.17
8954,6.45,7.37,6.6,0.67,0.51,0.3,1.02 GHz,0.31,0.17
8955,5.95,7.37,7.17,0.65,0.47,0.29,3.31 GHz,0.16,0.21
8956,6.16,6.97,6.84,0.55,0.58,0.11,1.00 GHz,0.32,0.25
8957,5.7,6.65,6.88,0.67,0.55,0.17,1.29 GHz,0.2,0.23
8958,5.79,6.78,7.18,0.52,0.57,0.19,2.32 GHz,0.27,0.23
8959,6.39,6.56,6.71,0.55,0.59,0.17,2.03 GHz,0.15,0.28
8960,5.52,7.18,7.14,0.58,0.44,0.25,3.77 GHz,0.35,0.34
8961,6.3,6.94,7.07,0.54,0.58,0.2,3.59 GHz,0.3,0.34
8962,6.45,7.43,7.39,0.57,0.57,0.11,3.41 GHz,0.28,0.16
8963,5.52,6.55,6.88,0.61,0.52,0.21,3.26 GHz,0.26,0.34
8964,5.63,6.91,6.66,0.61,0.5,0.25,1.42 GHz,0.22,0.32
8965,5.69,6.87,6.81,0.52,0.57,0.16,3.41 GHz,0.24,0.34
8966,6.38,6.63,7.12,0.6,0.48,0.19,920.00 MHz,0.27,0.34
8967,6.09,6.88,6.63,0.65,0.44,0.16,1.65 GHz,0.25,0.24
8968,5.95,6.6,6.54,0.67,0.54,0.3,2.52 GHz,0.25,0.19
8969,5.71,7.04,7.29,0.51,0.5,0.25,3.66 GHz,0.17,0.25
8970,6.09,6.59,7.1,0.51,0.52,0.27,2.11 GHz,0.18,0.16
8971,6.48,7.47,6.63,0.6,0.46,0.19,970.00 MHz,0.24,0.27
8972,5.79,7.45,6.59,0.64,0.42,0.15,2.39 GHz,0.33,0.26
8973,5.78,7.41,7.41,0.64,0.45,0.18,3.77 GHz,0.2,0.34
8974,5.7,6.54,6.63,0.64,0.44,0.27,2.27 GHz,0.28,0.2
8975,5.83,7.02,6.93,0.51,0.56,0.18,3.35 GHz,0.28,0.32
8976,6.4,6.55,6.61,0.51,0.48,0.22,3.88 GHz,0.3,0.32
8977,6.11,6.73,6.88,0.56,0.56,0.26,3.24 GHz,0.17,0.32
8978,6.42,7.07,7.22,0.61,0.46,0.16,1.97 GHz,0.3,0.19
8979,6.04,6.78,7.08,0.57,0.56,0.18,2.49 GHz,0.22,0.19
8980,6.47,7.12,6.98,0.61,0.58,0.23,1.63 GHz,0.25,0.2
8981,6.39,7.5,6.91,0.7,0.55,0.11,3.01 GHz,0.23,0.34
8982,5.94,6.77,7.11,0.63,0.47,0.13,940.00 MHz,0.21,0.29
8983,5.61,7.47,7.2,0.64,0.47,0.23,2.78 GHz,0.28,0.21
8984,5.68,7.15,7.48,0.58,0.51,0.14,2.11 GHz,0.17,0.23
8985,5.87,7.15,6.98,0.65,0.51,0.28,2.46 GHz,0.28,0.17
8986,5.84,6.91,6.6,0.55,0.4,0.15,1.09 GHz,0.2,0.31
8987,5.97,6.92,7.07,0.68,0.43,0.15,1.51 GHz,0.31,0.28
8988,5.57,6.54,6.61,0.52,0.49,0.28,2.96 GHz,0.3,0.34
8989,5.78,7.35,7.09,0.58,0.43,0.27,1.20 GHz,0.18,0.16
8990,6.39,7.03,7.06,0.58,0.55,0.1,1.43 GHz,0.28,0.33
8991,6.47,6.67,6.88,0.53,0.5,0.21,3.14 GHz,0.23,0.17
8992,5.64,6.81,7.08,0.55,0.44,0.14,2.42 GHz,0.34,0.24
8993,6.22,7.2,6.72,0.65,0.41,0.22,1.05 GHz,0.24,0.2
8994,6.08,7.03,6.55,0.63,0.51,0.2,3.48 GHz,0.16,0.21
8995,5.57,6.58,7.2,0.62,0.41,0.27,2.65 GHz,0.26,0.33
8996,5.69,7.11,6.8,0.53,0.4,0.18,3.46 GHz,0.15,0.2
8997,6.01,7.42,7.45,0.66,0.49,0.27,2.29 GHz,0.21,0.23
8998,5.5,7.03,7.15,0.52,0.58,0.16,2.28 GHz,0.28,0.34
8999,5.51,7.22,6.6,0.69,0.51,0.14,2.15 GHz,0.25,0.2
9000,6.31,7.11,7.26,0.59,0.57,0.21,1.72 GHz,0.31,0.19
9001,6.15,7.36,7.28,0.64,0.54,0.14,2.37 GHz,0.26,0.19
9002,5.69,6.68,7.34,0.7,0.53,0.28,1.69 GHz,0.24,0.32
9003,5.63,6.93,7.0,0.62,0.59,0.2,1.93 GHz,0.22,0.16
9004,6.14,7.1,7.13,0.55,0.58,0.18,1.36 GHz,0.2,0.21
9005,6.0,7.29,7.02,0.58,0.46,0.28,3.27 GHz,0.35,0.33
9006,5.64,6.92,7.03,0.66,0.47,0.16,1.77 GHz,0.21,0.29
9007,6.29,7.43,7.04,0.52,0.43,0.25,3.43 GHz,0.22,0.3
9008,6.43,6.93,7.22,0.51,0.46,0.21,3.44 GHz,0.21,0.28
9009,6.22,6.53,6.56,0.53,0.5,0.29,3.88 GHz,0.26,0.21
9010,5.64,7.35,7.43,0.55,0.59,0.2,1.78 GHz,0.31,0.29
9011,6.38,6.63,7.44,0.69,0.49,0.14,2.27 GHz,0.22,0.31
9012,6.06,7.44,6.59,0.53,0.59,0.18,1.71 GHz,0.23,0.16
9013,5.84,6.8,6.97,0.56,0.46,0.15,3.68 GHz,0.31,0.32
9014,5.69,6.64,7.32,0.53,0.47,0.14,3.61 GHz,0.19,0.3
9015,6.14,7.09,7.21,0.67,0.4,0.23,2.63 GHz,0.32,0.34
9016,6.42,6.71,6.74,0.54,0.46,0.23,3.63 GHz,0.17,0.17
9017,5.66,7.3,7.3,0.64,0.58,0.27,2.75 GHz,0.3,0.25
9018,5.51,6.54,6.8,0.63,0.52,0.21,3.65 GHz,0.15,0.34
9019,6.44,7.36,6.52,0.62,0.5,0.28,2.34 GHz,0.16,0.21
9020,5.64,7.4,7.38,0.6,0.43,0.21,1.99 GHz,0.31,0.3
9021,6.23,7.38,7.29,0.69,0.43,0.11,1.02 GHz,0.2,0.3
9022,6.26,6.69,6.69,0.6,0.54,0.28,1.33 GHz,0.26,0.34
9023,6.24,7.29,6.83,0.57,0.53,0.13,3.04 GHz,0.28,0.22
9024,6.13,6.82,7.4,0.68,0.49,0.26,1.36 GHz,0.33,0.3
9025,6.35,6.79,7.11,0.68,0.45,0.28,2.91 GHz,0.23,0.35
9026,5.87,7.13,6.72,0.52,0.57,0.14,2.94 GHz,0.21,0.25
9027,5.51,7.44,6.97,0.65,0.59,0.27,2.10 GHz,0.35,0.29
9028,5.89,7.18,6.54,0.51,0.54,0.22,3.93 GHz,0.22,0.15
9029,5.84,7.28,6.84,0.57,0.44,0.16,2.36 GHz,0.16,0.2
9030,5.82,7.2,6.93,0.66,0.54,0.27,1.82 GHz,0.32,0.22
9031,5.68,7.31,7.44,0.54,0.56,0.2,2.38 GHz,0.31,0.27
9032,5.5,6.59,7.05,0.56,0.55,0.11,870.00 MHz,0.24,0.22
9033,6.41,6.92,6.75,0.69,0.48,0.29,2.90 GHz,0.15,0.22
9034,6.03,6.68,6.74,0.63,0.53,0.28,1.08 GHz,0.3,0.29
9035,6.44,7.12,7.13,0.58,0.51,0.16,2.57 GHz,0.23,0.31
9036,5.95,6.63,7.0,0.7,0.48,0.19,3.54 GHz,0.23,0.2
9037,5.54,6.62,6.71,0.55,0.46,0.21,3.31 GHz,0.34,0.35
9038,6.4,7.22,7.38,0.58,0.53,0.24,1.05 GHz,0.29,0.29
9039,5.88,6.98,6.95,0.57,0.49,0.14,1.77 GHz,0.35,0.25
9040,5.78,6.74,6.84,0.58,0.42,0.22,3.44 GHz,0.31,0.18
9041,5.61,6.61,7.29,0.62,0.57,0.19,2.82 GHz,0.19,0.32
9042,6.36,6.93,6.92,0.55,0.52,0.14,3.90 GHz,0.33,0.29
9043,6.1,7.03,6.81,0.64,0.51,0.26,2.14 GHz,0.31,0.31
9044,5.66,6.61,7.14,0.52,0.56,0.29,2.01 GHz,0.25,0.23
9045,6.48,6.62,6.84,0.62,0.44,0.15,1.57 GHz,0.31,0.22
9046,5.64,6.51,6.6,0.65,0.4,0.29,1.26 GHz,0.32,0.35
9047,5.54,7.03,7.45,0.66,0.57,0.12,1.05 GHz,0.22,0.21
9048,5.96,7.45,6.57,0.55,0.5,0.26,3.65 GHz,0.3,0.19
9049,5.66,6.81,6.63,0.56,0.6,0.12,3.22 GHz,0.34,0.33
9050,6.03,7.29,6.63,0.5,0.53,0.19,2.79 GHz,0.33,0.29
9051,5.55,7.25,6.51,0.6,0.48,0.14,3.76 GHz,0.22,0.3
9052,5.78,7.21,6.81,0.59,0.54,0.3,3.16 GHz,0.23,0.33
9053,5.75,7.18,6.99,0.51,0.57,0.17,1.28 GHz,0.29,0.19
9054,5.94,6.52,6.92,0.59,0.46,0.19,2.30 GHz,0.16,0.3
9055,5.86,6.82,6.9,0.67,0.45,0.15,1.89 GHz,0.18,0.25
9056,5.84,7.03,7.22,0.52,0.5,0.12,940.00 MHz,0.28,0.3
9057,5.7,7.18,7.09,0.54,0.58,0.24,1.82 GHz,0.18,0.24
9058,5.99,6.92,7.16,0.54,0.5,0.23,1.22 GHz,0.29,0.22
9059,6.41,6.57,6.97,0.59,0.45,0.25,2.53 GHz,0.2,0.3
9060,5.61,6.51,6.98,0.62,0.5,0.26,1.88 GHz,0.24,0.33
9061,6.18,6.9,7.23,0.66,0.52,0.26,3.30 GHz,0.16,0.15
9062,5.68,6.58,7.02,0.54,0.58,0.23,2.53 GHz,0.3,0.29
9063,5.63,7.29,6.92,0.63,0.51,0.29,800.00 MHz,0.19,0.15
9064,6.09,7.25,7.3,0.63,0.54,0.15,3.32 GHz,0.33,0.22
9065,5.51,6.99,7.37,0.55,0.42,0.26,920.00 MHz,0.2,0.26
9066,6.16,6.58,7.05,0.64,0.47,0.23,3.42 GHz,0.18,0.19
9067,6.31,6.62,6.8,0.57,0.48,0.17,1.86 GHz,0.2,0.31
9068,5.67,7.03,7.37,0.61,0.51,0.27,2.51 GHz,0.3,0.24
9069,5.64,7.24,6.8,0.68,0.52,0.24,3.23 GHz,0.26,0.16
9070,6.1,7.02,7.5,0.5,0.49,0.29,3.71 GHz,0.24,0.29
9071,5.93,6.84,7.04,0.52,0.58,0.16,3.60 GHz,0.19,0.18
9072,6.19,7.5,6.92,0.57,0.41,0.24,1.80 GHz,0.21,0.29
9073,5.79,6.68,6.9,0.57,0.55,0.25,900.00 MHz,0.21,0.26
9074,6.45,7.19,6.54,0.64,0.57,0.13,2.54 GHz,0.32,0.23
9075,6.35,7.33,6.7,0.56,0.56,0.16,3.42 GHz,0.28,0.3
9076,6.21,7.46,7.05,0.62,0.58,0.3,3.73 GHz,0.18,0.25
9077,6.18,7.08,6.9,0.6,0.48,0.11,1.85 GHz,0.28,0.34
9078,5.92,6.58,6.95,0.64,0.54,0.2,1.29 GHz,0.27,0.15
9079,6.09,7.13,6.93,0.51,0.6,0.23,2.65 GHz,0.25,0.25
9080,6.16,6.75,7.23,0.68,0.56,0.16,2.26 GHz,0.25,0.2
9081,6.06,7.45,7.12,0.68,0.59,0.19,1.39 GHz,0.26,0.24
9082,5.82,6.92,7.15,0.69,0.59,0.29,3.38 GHz,0.17,0.31
9083,5.52,6.55,6.75,0.55,0.53,0.21,1.20 GHz,0.25,0.28
9084,5.96,6.54,7.31,0.53,0.41,0.18,2.08 GHz,0.33,0.28
9085,5.83,7.44,6.76,0.56,0.57,0.16,980.00 MHz,0.28,0.17
9086,6.16,7.3,7.42,0.61,0.49,0.17,2.18 GHz,0.21,0.23
9087,5.85,6.55,6.54,0.55,0.54,0.23,3.37 GHz,0.2,0.26
9088,6.11,6.69,7.12,0.5,0.57,0.12,800.00 MHz,0.22,0.3
9089,5.82,6.62,6.71,0.58,0.41,0.28,1.63 GHz,0.2,0.16
9090,6.24,6.54,7.22,0.62,0.41,0.19,3.80 GHz,0.16,0.27
9091,6.35,7.43,6.59,0.64,0.56,0.24,3.40 GHz,0.23,0.34
9092,6.35,7.12,7.3,0.5,0.45,0.23,840.00 MHz,0.16,0.24
9093,5.57,7.12,7.37,0.69,0.58,0.22,2.20 GHz,0.29,0.25
9094,5.56,6.93,7.34,0.67,0.59,0.19,2.51 GHz,0.23,0.21
9095,6.42,7.02,6.91,0.51,0.51,0.21,2.61 GHz,0.19,0.32
9096,6.48,6.95,7.21,0.5,0.48,0.22,2.14 GHz,0.31,0.23
9097,5.71,6.64,6.5,0.61,0.6,0.11,2.20 GHz,0.31,0.32
9098,6.43,6.81,6.63,0.65,0.53,0.25,1.73 GHz,0.31,0.35
9099,5.63,7.37,7.2,0.51,0.5,0.12,3.63 GHz,0.16,0.16
9100,5.96,6.59,6.75,0.59,0.57,0.24,840.00 MHz,0.21,0.26
9101,6.15,6.89,7.27,0.58,0.51,0.11,2.02 GHz,0.29,0.29
9102,5.75,6.88,6.76,0.51,0.47,0.2,1.66 GHz,0.23,0.29
9103,6.08,6.59,6.68,0.51,0.47,0.12,3.45 GHz,0.22,0.23
9104,5.52,6.77,7.3,0.66,0.6,0.13,3.37 GHz,0.25,0.3
9105,5.54,7.35,6.92,0.55,0.47,0.12,4.00 GHz,0.17,0.17
9106,6.05,6.9,7.17,0.55,0.52,0.16,3.31 GHz,0.32,0.17
9107,6.41,7.4,6.59,0.6,0.56,0.3,1.57 GHz,0.23,0.26
9108,5.82,6.79,7.47,0.6,0.56,0.27,2.02 GHz,0.18,0.23
9109,6.16,6.53,7.31,0.54,0.55,0.18,1.52 GHz,0.24,0.3
9110,5.5,7.32,6.57,0.63,0.5,0.24,1.05 GHz,0.33,0.29
9111,5.55,7.15,7.43,0.51,0.55,0.18,2.85 GHz,0.34,0.19
9112,6.16,7.12,6.71,0.62,0.48,0.16,1.20 GHz,0.26,0.27
9113,6.25,6.71,7.16,0.67,0.43,0.23,2.99 GHz,0.29,0.23
9114,5.83,6.73,6.99,0.53,0.53,0.18,1.38 GHz,0.16,0.16
9115,5.62,7.45,7.48,0.64,0.52,0.23,1.85 GHz,0.21,0.31
9116,5.91,7.42,6.65,0.56,0.53,0.11,2.00 GHz,0.2,0.25
9117,6.45,7.29,6.81,0.7,0.45,0.21,1.99 GHz,0.19,0.32
9118,5.59,7.19,6.85,0.59,0.41,0.29,3.24 GHz,0.28,0.2
9119,6.27,7.19,6.7,0.53,0.42,0.3,3.24 GHz,0.34,0.19
9120,5.61,7.24,7.45,0.59,0.52,0.17,1.86 GHz,0.16,0.15
9121,5.9,6.74,6.92,0.6,0.41,0.14,1.52 GHz,0.33,0.29
9122,6.39,6.7,6.52,0.7,0.42,0.27,2.43 GHz,0.35,0.3
9123,5.66,7.1,7.2,0.63,0.5,0.18,3.52 GHz,0.18,0.27
9124,5.82,6.6,6.99,0.5,0.58,0.26,3.27 GHz,0.15,0.27
9125,6.06,6.68,6.81,0.57,0.49,0.23,3.71 GHz,0.2,0.28
9126,6.27,6.84,6.58,0.51,0.57,0.27,1.34 GHz,0.29,0.2
9127,5.68,6.82,6.51,0.65,0.44,0.17,2.83 GHz,0.18,0.17
9128,6.39,7.17,6.73,0.65,0.6,0.15,2.11 GHz,0.26,0.16
9129,6.43,7.36,6.68,0.56,0.52,0.22,1.04 GHz,0.19,0.26
9130,5.83,6.88,6.64,0.59,0.44,0.16,3.69 GHz,0.29,0.27
9131,5.63,7.13,7.14,0.66,0.52,0.24,1.01 GHz,0.26,0.23
9132,6.44,7.44,7.01,0.52,0.44,0.25,3.29 GHz,0.31,0.19
9133,6.16,7.39,7.03,0.62,0.58,0.2,1.28 GHz,0.19,0.17
9134,5.5,6.56,7.44,0.59,0.5,0.26,3.53 GHz,0.28,0.18
9135,6.44,6.98,6.64,0.6,0.54,0.12,3.86 GHz,0.23,0.3
9136,5.88,6.65,7.39,0.7,0.57,0.3,2.19 GHz,0.32,0.17
9137,5.97,7.3,7.32,0.6,0.43,0.13,3.25 GHz,0.29,0.17
9138,5.87,7.23,6.58,0.56,0.56,0.19,3.11 GHz,0.16,0.32
9139,5.66,6.69,7.4,0.58,0.41,0.14,2.74 GHz,0.22,0.34
9140,6.35,6.78,6.63,0.54,0.44,0.13,2.99 GHz,0.32,0.23
9141,6.13,7.21,7.44,0.52,0.44,0.16,2.28 GHz,0.18,0.16
9142,6.17,6.7,6.55,0.67,0.44,0.17,1.42 GHz,0.26,0.3
9143,6.36,7.17,7.15,0.62,0.54,0.14,3.25 GHz,0.24,0.25
9144,5.83,6.92,6.86,0.67,0.59,0.19,1.16 GHz,0.22,0.23
9145,5.86,7.18,6.58,0.69,0.53,0.18,1.32 GHz,0.32,0.23
9146,5.59,6.7,7.31,0.56,0.57,0.28,3.17 GHz,0.3,0.31
9147,5.98,6.9,6.83,0.59,0.4,0.25,3.57 GHz,0.28,0.24
9148,6.38,6.58,7.38,0.62,0.6,0.1,1.58 GHz,0.25,0.34
9149,5.59,7.3,7.16,0.61,0.58,0.29,3.40 GHz,0.27,0.25
9150,5.64,7.41,6.65,0.61,0.56,0.12,2.29 GHz,0.35,0.21
9151,5.98,6.91,7.3,0.52,0.43,0.24,2.64 GHz,0.21,0.3
9152,6.2,6.59,6.59,0.66,0.42,0.13,2.32 GHz,0.22,0.17
9153,6.03,7.07,6.96,0.67,0.58,0.2,3.75 GHz,0.16,0.34
9154,5.58,6.96,6.51,0.58,0.48,0.19,3.61 GHz,0.17,0.26
9155,6.2,6.77,7.03,0.59,0.47,0.16,2.09 GHz,0.17,0.28
9156,5.66,7.36,6.55,0.58,0.56,0.13,990.00 MHz,0.27,0.23
9157,6.18,6.82,6.56,0.53,0.5,0.19,3.99 GHz,0.25,0.28
9158,6.42,7.32,6.66,0.58,0.52,0.17,2.90 GHz,0.22,0.15
9159,6.4,7.21,7.29,0.55,0.59,0.21,3.32 GHz,0.22,0.29
9160,6.1,6.98,7.36,0.68,0.58,0.21,1.45 GHz,0.25,0.18
9161,6.32,6.82,7.39,0.7,0.48,0.19,1.30 GHz,0.24,0.24
9162,6.31,7.33,7.19,0.64,0.54,0.25,1.31 GHz,0.2,0.32
9163,6.42,6.9,7.28,0.61,0.49,0.13,930.00 MHz,0.16,0.19
9164,6.48,7.47,6.81,0.68,0.44,0.14,3.12 GHz,0.2,0.3
9165,6.48,6.62,6.57,0.52,0.57,0.25,2.97 GHz,0.21,0.19
9166,6.07,6.83,6.79,0.63,0.54,0.22,2.61 GHz,0.15,0.34
9167,6.36,7.23,7.1,0.53,0.52,0.19,1.26 GHz,0.21,0.3
9168,6.5,6.83,6.57,0.63,0.56,0.27,2.61 GHz,0.27,0.18
9169,5.73,7.14,7.12,0.62,0.56,0.26,3.61 GHz,0.25,0.27
9170,5.97,6.83,6.51,0.54,0.56,0.25,2.17 GHz,0.32,0.21
9171,5.56,7.27,6.9,0.51,0.55,0.11,3.25 GHz,0.16,0.16
9172,5.59,6.61,7.47,0.53,0.48,0.12,1.00 GHz,0.34,0.21
9173,6.33,7.05,6.69,0.58,0.54,0.16,3.22 GHz,0.17,0.2
9174,5.98,6.57,6.76,0.54,0.4,0.12,2.69 GHz,0.17,0.2
9175,6.16,7.11,6.65,0.6,0.48,0.1,2.01 GHz,0.19,0.29
9176,6.26,7.43,7.18,0.57,0.56,0.28,1.99 GHz,0.19,0.35
9177,5.85,7.35,6.67,0.58,0.49,0.25,3.84 GHz,0.3,0.17
9178,6.23,7.46,7.27,0.6,0.43,0.11,1.26 GHz,0.28,0.23
9179,6.15,6.98,6.93,0.55,0.54,0.14,2.59 GHz,0.34,0.23
9180,5.52,7.35,6.53,0.53,0.51,0.19,2.56 GHz,0.25,0.19
9181,6.36,6.52,6.99,0.66,0.48,0.16,1.09 GHz,0.32,0.32
9182,5.98,6.91,7.32,0.52,0.44,0.13,3.28 GHz,0.28,0.26
9183,6.34,7.03,6.65,0.58,0.48,0.23,2.82 GHz,0.17,0.25
9184,6.37,7.04,6.96,0.54,0.47,0.13,1.80 GHz,0.23,0.28
9185,5.83,6.52,7.14,0.64,0.59,0.2,1.89 GHz,0.31,0.15
9186,6.22,7.44,7.17,0.68,0.55,0.12,1.22 GHz,0.31,0.21
9187,5.96,6.59,6.78,0.68,0.5,0.26,1.83 GHz,0.18,0.24
9188,6.42,7.04,6.81,0.53,0.42,0.24,1.12 GHz,0.22,0.22
9189,5.7,7.01,6.92,0.57,0.55,0.29,1.34 GHz,0.23,0.3
9190,6.29,6.87,6.59,0.69,0.44,0.15,1.20 GHz,0.34,0.17
9191,5.71,6.74,7.4,0.64,0.51,0.29,2.17 GHz,0.3,0.16
9192,5.63,7.2,6.83,0.55,0.51,0.23,2.59 GHz,0.28,0.24
9193,6.21,6.56,6.73,0.68,0.49,0.11,820.00 MHz,0.26,0.29
9194,6.05,6.75,7.01,0.58,0.56,0.12,2.63 GHz,0.23,0.17
9195,5.99,6.79,7.03,0.59,0.53,0.26,1.00 GHz,0.19,0.27
9196,6.06,7.09,7.04,0.56,0.52,0.14,3.51 GHz,0.34,0.18
9197,6.47,7.01,7.38,0.53,0.47,0.14,2.49 GHz,0.32,0.22
9198,6.28,7.1,7.06,0.64,0.43,0.17,3.64 GHz,0.26,0.28
9199,5.59,7.33,6.74,0.67,0.5,0.22,2.33 GHz,0.3,0.31
9200,6.25,7.27,7.43,0.61,0.53,0.16,3.06 GHz,0.29,0.16
9201,5.65,6.78,7.24,0.69,0.51,0.28,1.72 GHz,0.17,0.26
9202,6.05,6.71,6.8,0.69,0.47,0.11,2.32 GHz,0.19,0.34
9203,5.77,6.65,7.41,0.5,0.55,0.18,1.38 GHz,0.31,0.29
9204,6.31,7.3,7.47,0.65,0.55,0.3,2.14 GHz,0.26,0.25
9205,6.31,7.13,6.94,0.53,0.42,0.28,3.18 GHz,0.26,0.31
